Name	Type	Region	PKG direct link	File Size
echochrome micro expansion (standalone)	PSP	EU	http://zeusXXXXEP9000/NPEG00006_00/CYj0AUqXYpLxMReeagKnBm0BL3UUc7Ule6RvJQrsWVxwUidOU86MflsX0NTE24tbX3fbe26lTmjAwe8ntFi6q4lJGerOTXtqWwhr9.pkg	52
echoshift	PSP	EU	http://zeusXXXXEP9000/UCES01313_00/429ilOCVeMdIh6xLy8SYrfcYvNqoYf4KN8dReN0I26HPWAWsCmNiuQSOu5o3iGJkNoWm8cAuVeG2o6S2bqNmRHMrVGtql2tRy9niK.pkg	169
Elminage Original	PSP	EU	http://zeusXXXXEP4015/NPEH00155_00/KRfQVinrMPllygPXZwxzyOZkukIzUOFrDgygEFtqbwACUjfojQzfnjszXgVJLFeq.pkg	149
End of Serenity	PSP	EU	http://zeusXXXXEP1014/NPEH00164_00/bxyvtBEdhXhxMJYstdgOHbAKQvKETaTSjMCovbHlKaEbhvGfaKDyfTLkZPKkEllU.pkg	29
Everybody's Golf	PSP	EU	http://zeusXXXXEP9000/UCES00012_00/XfKamkfvAo9LHoujiQd4MEKuNn5j4jTxWM96xSEP7RV5Thks7mUUuSWs0U8iPfrqX25ITs13OnOqW6653J32mtqkMetDkwqlgBbJ6.pkg	553
Everybody's Golf	PSP	EU	http://zeusXXXXEP9000/UCES00012_00/fp4ajHBsarxCSoetbf19g3n05MuJBhppWmiNBWXE8fmR7iqtotIQ08CHeI6cM54ge7pdl4STCSOPd4jpJ14cv8R6ia7DmXI2cikoH.pkg	553
Everybody's Stress Buster (Blue Pack)	PSP	EU	http://zeusXXXXEP9000/NPEG00047_00/ICaSUPbGNbXPgUucmsFWigixxaOwSyqYZqqcmTAEbDHwIIbovFmHYchMPXAjUyhI.pkg	51
Everybody's Stress Buster (Green Pack)	PSP	EU	http://zeusXXXXEP9000/NPEG00046_00/PfgBLKFMnALsehJICMsynTtfHWqUdCrCyzRouunahIzkXAujJnUNOEHOLGFCmRfX.pkg	60
Everybody's Stress Buster (Red Pack)	PSP	EU	http://zeusXXXXEP9000/NPEG00048_00/HgELmatphbrCluMdmbluovYGwYegYUdfslHZKdBNKyklHsgzlMzLqBEaUdgUfDZW.pkg	88
Everybody's Stress Buster (Yellow Pack)	PSP	EU	http://zeusXXXXEP9000/NPEG00049_00/iNJJPIueYBotOYiLdEADppbHfwhtZrnpyGEJclVhiRMtEYAfVyffbBavgMJprZdm.pkg	51
Everybody's Tennis	PSP	EU	http://zeusXXXXEP9000/UCES01420_00/qAlsHArHjejUpRIsILygbiIjJtoiomS32bsKPXnbsfwsa0v5hUku07p7emR6vl9NmneUTa9Oe1ULg1HMbi0uHKhvILObMmaNr3GPD.pkg	1197
Exit 2	PSP	EU	http://zeusXXXXEP0082/NPEH00126_00/ExSaMpgizAcdjCVmZYXOgvvpvYuMEfauPdfelQRHjMKdmNFrNwHxGzAwsyhhyAaM.pkg	67
Extreme Pinball	PSP	EU	http://zeusXXXXEP0006/NPEF00068_00/3sE4F8Tg3kOFfsobRrF1VMUf7hAfYDeDX62mguUM5WEb83auLcpwXcEQQNWP4Jrjfu52tydMworI7oWAivXaxGeT87RTfxqyov6jj.pkg	23
Fading Shadows	PSP	EU	http://zeusXXXXEP4069/ULES00858_00/3UOa4blk7FYIXyB6JnmsE0HiwLkK6rDDB8ehTYB5jYGaJr7Jr4ebNvswtgnvvEt2WkwqiUOD7klOdOXHEF4W69nKJWkTtTkMTglgD.pkg	151
Fat Princess: Fistful of Cake	PSP	EU	http://zeusXXXXEP9000/UCES01312_00/lkcHJcoBgaVAcDy3AJUBc41XIOwiYVjveR3rLhPxXViCiuPgg9CJdqIvwPvEamAnj2MguWRnrXPkfNG3TUXye9WkAk7xwBm10IYWR.pkg	277
Fate/EXTRA	PSP	EU	http://zeusXXXXEP4015/ULES01561_00/DxyiDAQwtbmVjPLqsddortgaSBzBzziAsmGsKHmigtzUTeBzpjrpGEobYoYXztxE.pkg	1116
Fate/Unlimited Codes	PSP	EU	http://zeusXXXXEP0102/NPEH00007_00/qocKlLdl204G2ejTL0wrOWG84Lj4HA9FDsUlU6yJjEVpiaySQiH74gXXnB5WGI8thWwCnGab2DBX6nOGKClv8f5NIv1B46CKt4nv3.pkg	593
FIFA 09	PSP	EU	http://zeusXXXXEP0006/ULES01135_00/9YAVQaYHI1QBTYO35IRJEcvwtcWX5qHVa3T3F1dqjhvHbfPp4FEQIx4oxxMiSDNAWp8MKKFdyEaO74KsLne5gvNRLmihQIWVXpjdT.pkg	863
FIFA 10 (Russian)	PSP	EU	http://zeusXXXXEP0006/ULES01329_00/rbAS00B19Q9sPqyQbHpwv1TmTOdHnxua2yVDGoc86jSe9SGTJhcm3hgNgggLJ0oBoBLravT6YnVOqT0JCpgDrKdKM1loCugHtjYMu.pkg	1192
Fight Night Round 3	PSP	EU	http://zeusXXXXEP0006/ULES00270_00/p0hpGAxKPU3s8WBbKpJORNhjmaRXCWeuet4xtXwImNeEaXgxHIv4nf9wKJHhSGjcraciRJIey8y9MeLh88AJqL81v6gV3L13NY20F.pkg	697
Final Fantasy	PSP	EU	http://zeusXXXXEP0082/ULES00986_00/rQXoBiNoNbiTglntEOLgXgVDoEBYaCCNdsCcUGhWJYFmcvHLLnrepbBUxCiliLeR.pkg	116
Final Fantasy II	PSP	EU	http://zeusXXXXEP0082/ULES00987_00/MOHiObrCpLrNxHzXsFoZFqrOAHApJicNzFzpThwbVAuRaZfOUQwCEnDGpLXdegWS.pkg	206
Final Fantasy III	PSP	EU	http://zeusXXXXEP0082/NPEH00134_00/duqmitVqZPOoivsuoJlGOvsphsHIVkKpdYTsSQcQvQtiCaFSmjrNGLocbkEEDKtx.pkg	233
Final Fantasy IV: The Complete Collection	PSP	EU	http://zeusXXXXEP0082/ULES01521_00/KekQCeIDHKPGkxUQVkOhzYmyGQgniyZzuBXjxHYNFiZbklwTqkpkknpjQVHJoYrq.pkg	727
Final Fantasy Tactics: The War of the Lions	PSP	EU	http://zeusXXXXEP0082/ULES00850_00/pmdvzUkwPRsRovodsPsheqfMSeKeYSUvUypOiLOSaSsCCrVpFNlPnPgrNyZVZdLV.pkg	195
Flatout Head On Demo	PSP	EU	http://zeusXXXXEP4014/NPEH90002_00/OQ3k1AbOiegS0MahSaXf0qKae9LrOaButRVe4ETHpdfwK09BMc845SwrgDVrGhCWIBvR3PA4umHsL51yWxOC7xCDe6X02xVJVCAGT.pkg	56
FlatOut: Head On	PSP	EU	http://zeusXXXXEP4014/ULES00968_00/wGEibK3sf9q2cYAggRoqsjqxGpF7RJ0xV7kMWn7Gl7khY561MsJjQoxSjft4Nhktw2iLEH9RgHJMYMIYgDMlqRbr2Wn40P7gL5GJI.pkg	342
flOw	PSP	EU	http://zeusXXXXEP9000/NPEG00003_00/Ll5SmGV7FOQgwtLgGRSrhpSVlTqIAmucyKtVXTMCKYf9X27hayon5uPrrqPPaxGd7oXjtBl3G4fnr8WBDJpBOBMNily00og5KP9pr.pkg	89
FOOTBALL MANAGER HANDHELD 2013	PSP	EU	http://zeusXXXXEP0177/ULES01582_00/xKKdVgshgCyGynVpZsdBvVNFeBUFeWjLBgYwxdvIRwjvZoKKvIzyelbufBYppOPD.pkg	35
Generation Of Chaos	PSP	EU	http://zeusXXXXEP4061/ULES00820_00/7m5PlKid7ftLvLjsHdaIJvIRFUWMbF2u0jpgaKf5ALEvttvHLhOpxHiXA89ViqMNnbfSWiQUrdSOSI242impEXU7XkvYoSt1aNhyC.pkg	644
Generation of Chaos: Pandora's Reflection	PSP	EU	http://zeusXXXXEP1063/NPEH00139_00/OFVHQOjOyALbidjRSSjfsXdGnAaOrNYvwnmvBcodTHjpLCUPPIbruAmpaNoctlXS.pkg	366
Gensan	PSP	EU	http://zeusXXXXEP0024/NPEH00119_00/yplDCRUhvlvbwVAfmvKmjXfjAMzVcySVtVIQQDEoLIcrDPPizJYEjQrqcosCCwyR.pkg	298
Geronimo Stilton: Return to the Kingdom of Fantasy	PSP	EU	http://zeusXXXXEP9000/UCES01563_00/pMJELayhqWXaMmNrmPaeoAYqbHtVuVrwoIKsNmULIUDAYcAeozEmiZUaUVdKHxgn.pkg	764
G-Force	PSP	EU	http://zeusXXXXEP1006/ULES01238_00/X2Eckog0ajsDIhy1DV1uRwPTHtriBy92UgphP8oNCrC12B73i1q08xk578xpG56rYab7TRixnnpWQ662Aj2yRtYquy5HvUo8HSvXS.pkg	934
Gladiator Begins	PSP	EU	http://zeusXXXXEP4293/ULES01515_00/CkLURTOYlqwNnsNFUeaXKtQhTeveEfrdpCrtMbcWctCFWqeyWRDghBabuuwJENbT.pkg	346
Go! Puzzle	PSP	EU	http://zeusXXXXEP9000/NPEG00002_00/sDlyUnO5B7t7O9hRnOaXmLI1Vl8gmU2Q89omsJn5LRwXj22fMYE0Uvikt4HJcJTvEPnYVm1E6jxCqKEq5vCXKk7KbsmcNqNY3862U.pkg	44
Go! Sudoku	PSP	EU	http://zeusXXXXEP9000/UCES00152_00/6l524PkS92LMd0c42nSdJr7S1GB58JkVPSlNpVBhuVNppoOEvVGQk40moEKxHMI5dxAs2jF5ql80H7soKhTOqFHDM7l6UngQilbke.pkg	231
God of War(R): Ghost of Sparta	PSP	EU	http://zeusXXXXEP9000/NPEG00045_00/mfRC92us7AR8keb8iS5k4bhei3GExVJ3QxELdJdGvD6qR7f1xNDq12NHxSSifw27.pkg	1024
God of War: Chains of Olympus	PSP	EU	http://zeusXXXXEP9000/NPEG00023_00/gxhYDlvmFgFPDsHiNV6j1iLm6Us0BWX1DnGUeJkqg8d3QaWlLTucfCSYTsXK2YDSRBHXf8iR2LwAhppFHIxv207nQyg6RCMNHEEfw.pkg	1121
God of War: Ghost of Sparta	PSP	EU	http://zeusXXXXEP9000/NPEG00044_00/AtzjpcYgGgmCYOhvWTETUAsYrERYCOfVjQluoCJWJsKxclmiWVKjzGbsduqRBZEm.pkg	1144
Gods Eater: Burst	PSP	EU	http://zeusXXXXEP0700/ULES01519_00/XSYJAVmCnvaLhGPumESpctCpjITmEGyfYftJvgKGbazQASCSFAqBnZysiiXsEtJX.pkg	978
Gottlieb Pinball Classics	PSP	EU	http://zeusXXXXEP4037/ULES00213_00/2Nb3f1fe8lUFf11EpQleAu2MqdBQwTkLxRkkxRvCkJuS1j48pO1JP5klG46Y46lQM8ihjxl5Jup7YmDvMUF6lHlgvecxktNwbnXf9.pkg	200
Grand Theft Auto: Chinatown Wars	PSP	EU	http://zeusXXXXEP1004/ULES01347_00/GiaNp1KcGmy1PJ95Vdcplet9eOEb17mnSjDMte7DBQFE6tBNaePQ5Liqig652ohXDg9rDeOo9l6WuJp1Y1UnVmdPNGlny7Uo3HOVL.pkg	528
Grand Theft Auto: Liberty City Stories	PSP	EU	http://zeusXXXXEP1004/ULES00182_00/6tRyyQ22ekFs0Fpks8xYxtETmGL7nG9trqhcvH3wKWFF9XPFt5PITF3u4OyvYPCVKLoo5LQOaoqDv2nKYpgegfTy6OFRte4uL4vnq.pkg	1158
Grand Theft Auto: Liberty City Stories	PSP	EU	http://zeusXXXXEP1004/ULES00151_00/4LwC7i54EjUcuuqEShXh94glfmOBKCHS54fEVFeDD0l3mw871ejnrxlLIsKDSjPjCuDW5rAAHleg9946rkXyxYrdCFQwLK2QyARPC.pkg	1163
Grand Theft Auto: Vice City Stories	PSP	EU	http://zeusXXXXEP1004/ULES00503_00/Shbym1MY1jMbKQeOTE2wgEPKuOikSAiyoWOdAbiW8Qy9DA3Cf3aoOxw0P0qbsggbtdniUYY0sPEWRpLW9uqATJCodjlyTEejJwLiP.pkg	1579
Grand Theft Auto: Vice City Stories	PSP	EU	http://zeusXXXXEP1004/ULES00502_00/6QyuPSvtet6q8kxYlM26RbAG2YBqy7XXTg3e2HHt7O1YjShPFuV5XsHj2APHyRoRDXXEH7lhJWiKCMjTQ84oIVE1SRv54Cckj7PCy.pkg	1584
Grandia	PSP	EU	http://zeusXXXXEP0184/NPEF00124_00/dFckn1rUs6fpe7tTXdYSKpIoesCK4h1xGxyHg5YOlQOiC2i2GySIwlD0beIaRLPU.pkg	838
Gravity Crash Portable	PSP	EU	http://zeusXXXXEP9000/NPEG00020_00/tBS3OQojkph8riIdnirLokey79HVW4uvA3qbKA1dYjL0XIdbT6YHkU1u5gILr2tnwBKLPcRQJ7pDhcTh4KUXfuFT2bGm0tc21mcFA.pkg	46
Groovin' Blocks	PSP	EU	http://zeusXXXXEP0017/NPEG00029_00/RN2ipmLpEOGLILdjwdHSkAGQyS8jLhBLriyBB8Luo4AYaxGCQfMN79TblmN5gSwm.pkg	44
Growlanser Wayfarer of Time	PSP	EU	http://zeusXXXXEP0005/NPEH00137_00/UsElMTUXXYRNMuUkhGZDmyoSTFXvqdoNrvOPoRHiaUjBKpCBeKtSRIYaFIwVsuXw.pkg	919
GTA Liberty City Stories	PSP	EU	http://zeusXXXXEP1004/ULES00151_00/UAQjYHKeONAcRMIxwEcVLsWvueRqIOdnwOJBwvTZUlcTBzYJAUFRJnbAdXzuHoUkLggkLemtAPhYVdsLcnqDmIuuyhNKzvQPEZOPF.pkg	810
GTI Club: Supermini Festa!	PSP	EU	http://zeusXXXXEP0101/NPEH00073_00/mk8a7ddqRT00QyJTeffB8qF4a1VsKSKXXy1GpiTlEvT0l9yLTRd64T685smnqBAH.pkg	179
Guilty Gear (ENG)	PSP	EU	http://zeusXXXXEP4037/NPEF00060_00/dTbW345KFbHe20tx7JgfAXwPBcU3CTFitUGONN1F1nKUqKxnMjkjpXspahcN7IT0Tb3vLWuuaJ8v68KTdwqxp59J4OEIdLC9RvGdJ.pkg	186
Gungnir	PSP	EU	http://zeusXXXXEP0005/NPEH00135_00/skGwFfpBdNzfxHAfPxoJqJyctSIDQHiumvFmJBhboDgKbGZOVBUsBjxNkFcAYoaN.pkg	143
Half-Minute Hero	PSP	EU	http://zeusXXXXEP4034/ULES01359_00/arlCjAdejr02UAbBTy1ykp3kW9KJW251cnGsgwxjWADSxVRL0o2c6I1fWDkwvVpsb6o6606aw4Fafk3RXrgxxg9KVPwtLvEYGI2Vw.pkg	101
Hannah Montana: Rock Out the Show	PSP	EU	http://zeusXXXXEP1006/ULES01303_00/7P8Qhj1bs2UifCuBEwxPQ4Bs93yIdtehhiU4qqETyHXYLYevqg5IFLnOMQ4VvLcnH5NMcRhFx9r3cuKHR696wMVWhOufuTgnmm3DI.pkg	565
Harvest Moon: Hero of Leaf Valley	PSP	EU	http://zeusXXXXEP4034/ULES01489_00/eutHwexe0nSlUUnCQqitaXx6ay1KLsibBOgsu8oX0r5vEbfsCJks7OEB8WW6gEpk.pkg	114
Hoard	PSP	EU	http://zeusXXXXEP2046/NPEH00112_00/gAAKLSfiqfKOpzPfQVrkQfYcAKoLAVFjYeMahiZhXiJjwdUJwTZIhbsBbKLhQXgN.pkg	53
Holy Invasion of Privacy, Badman!	PSP	EU	http://zeusXXXXEP1063/NPEH90015_00/mQKEXbd7W7TphwQ5wl78QjUF1P2GWp8asGVnBDo91Cd153GP8B8sRIyjfSosVBowRlaBTO6HmFPhI0BpptrxFvbkQaT6I5Tos0jwN.pkg	54
IL-2 Sturmovik: Birds of Prey	PSP	EU	http://zeusXXXXEP4040/ULES01316_00/dWxAcYSBE63Ujhn20NchaNrfKNdSX3CCCT2tuaIlw2PtfrL4OgUCI1JKELU07HrUvy6R87jj4W8sXAnSLjEs2jL92m4HNXJJBYMDO.pkg	525
Impossible Mission	PSP	EU	http://zeusXXXXEP4037/ULES00764_00/CllAWdTUmymx6wUetGMdqpF6bW8Fdwt70fOQUwaIFgJFgukwJArscnNx0RkI7bvKiRK46B7EXyIWv8aHvpy3HlenQUFcHwF0bwlrx.pkg	75
Indiana Jones and the Staff of Kings	PSP	EU	http://zeusXXXXEP1010/ULES00939_00/gWMUSSu6GOTxL7dc27K8W5vTcIK2KhdbDATK28h9QmuGBWW0Ro6WmGg8euFLyWJMfGo0KAi4UiDn5rDg0CsPfJNH3mOLSBEqoIuh0.pkg	506
Innocent Life: A Futuristic Harvest Moon	PSP	EU	http://zeusXXXXEP4034/ULES00658_00/V2IS4x0vl1tJKSmCFR17f3Q6HYwTBc92bdp2Mh1OkPKCbLpGVp5pQBLA62beJxoQ8tyOIi84jMlbfjck5apNjQgB8ME0e3NCuIdCS.pkg	242
International Athletics	PSP	EU	http://zeusXXXXEP4015/ULES01090_00/RbaSX4OSEVPxdyAIn2r1WnMCMIJOewBK3fcCAMPgkKQDnByH5unEC5dPAqueoomQd7Atpdb0aoksaAdlBg1Ow1naC51L97YwfHrcc.pkg	29
Invizimals	PSP	EU	http://zeusXXXXEP9000/UCES01241_00/yNThKNQouriVPZmvMSFEawipZXsdIKzLTeliJfAjrXuFFDvpmdIRHISjtffXkZmw.pkg	1330
Invizimals Collectible Card Game: Hidden Challenges	PSP	EU	http://zeusXXXXEP9000/NPEG00053_00/GtEEdbbyXdCYLtIrEEVazSkZLBUZesRpTIHTXtBGONcyFMDiFBJSUbdoLQbVqqgb.pkg	196
Invizimals Collectible Card Game: Hidden Challenges	PSP	EU	http://zeusXXXXEP9000/NPEG00055_00/IGWJKASztnnoJJpJEfsUkquBDDTLsEuhYkviwIKZFAqFNaRaeuqVrMHhPPYtOxkW.pkg	197
InviZimals: Shadow Zone	PSP	EU	http://zeusXXXXEP9000/UCES01411_00/YAGsqaKPpjeGgjROJDVOGlpvyNBiyhQlmEDUcWqpWPjkXaOjoSmqZqAqakujRtie.pkg	1589
InviZimals: The Lost Tribes	PSP	EU	http://zeusXXXXEP9000/UCES01525_00/iJMWbDmuwAOxJhkbEWImERiDTjmgcFjCXDSFVPCjWxJFuyuCNTnduMxIvftZREFd.pkg	1272
Jak & Daxter: The Lost Frontier	PSP	EU	http://zeusXXXXEP9000/UCES01225_00/09NN3NIeUL1P0DVvNnUxRuYRMIEX9cUlHBAPytBB9IfY7Mgjq0729d79lXEM1igkChm4HJSojLw709BV7qKxqTDrTvweSgV2lgT5S.pkg	1298
Jak and Daxter The Lost Frontier	PSP	EU	http://zeusXXXXEP9000/UCES01225_00/dA1nLmxEyTgMNE1vpt7Vr0p7houEEee4Jou0hXiucXBUnlM8RoSCKGePpcxFoBJA8I3qcXHbcuNLhAoPw14Y0SYOHpp5gOlN5k9oJ.pkg	1286
James Cameron's Avatar: The Game	PSP	EU	http://zeusXXXXEP0001/NPEH00031_00/i9M7Y2jSCuAcEtUBPLaGKt0wr0ytFrAd6Av98uYGLWOSSEQFepmr0eHQcaP0KY6nkJ5yWxFdiYY7GGIkHSPTP5yQuwndLMrSpnGsh.pkg	564
James Cameron's Avatar: The Game	PSP	EU	http://zeusXXXXEP0001/NPEH00031_00/hptTm78NqiscnYu4yYaiXRt4aUv9T8X9ihVmhnY61FQxqL83PwGiHyu3R9tVHVLyIDQVf42DQTapgM4Rehdfpfq8yp1qVO68WD39g.pkg	564
James Pond 2 Codename Robocod	PSP	EU	http://zeusXXXXEP4037/NPEF00056_00/lN9JhxDcaEJXAKPXveVJgkSndgDQo208GmyvopThK8QL5n2F2OaM5Xnta5hkWjN3BnQKyeUWCOqhRoxbS7Ul6aNX6ESCUOlm9yBL7.pkg	64
Jungle Party	PSP	EU	http://zeusXXXXEP9000/NPEG00050_00/OzFEbnSmPupLppKqFfbZFiMBOXMwWQkKEMVUZVbFDlkymMvdDRcpLzshWbzGGqZL.pkg	381
Key of Heaven	PSP	EU	http://zeusXXXXEP9000/UCES00178_00/RWJPIyBFqoqJFoK5UakTP8i3mdWVpAfjhQPk1vv99I5CuMuJOhpmwYIVTm50bGQCXIDF8DFGnE2jRAU0rIpIKBQaeGi01pUaf62v4.pkg	1078
Killzone: Liberation	PSP	EU	http://zeusXXXXEP9000/NPEG00007_00/i0AL7DsdmVSnAylnVmqK5KvepmnmoiXLCkwJK6XL8x55gQMOEmva2BJvywhx68an9QIOB3cchX1q7xRisPYfOu8C6A0konreHsLh3.pkg	545
Killzone: Liberation	PSP	EU	http://zeusXXXXEP9000/NPEG00007_00/js6PhOrOU1SteEA6vwSdvxawTLp7QvJ2hxlcHPPDp1I0I60gkavqQAaQpBtfEpe56EGcKSXuTAQVtRF65BwlasEHfgjNa5p40yKnF.pkg	545
King Kong	PSP	EU	http://zeusXXXXEP0001/ULES00225_00/FxVeMXsodHAwHBgJCtqOmtGdrtsfTawUkkLlwHCPQGxCjlEiRojaGCFxuXEOaYvU.pkg	487
King Of Pool	PSP	EU	http://zeusXXXXEP4069/ULES01164_00/tcpRdqPsElni0tG6danoptniVkqeUFcMboV4yCuykpoD5KjWKwnD8GnNDqeQ2x0Wm0MOSgBhrKcxSCF58F7EXhPAQiJeD8bJlYxYo.pkg	42
Kurulin Fusion	PSP	EU	http://zeusXXXXEP0094/NPEH00033_00/0YINPPK2PiwG1STtbCfSxNGPAo96O9u8IHUXw0uq1uaXy9H3pLssgdrBxBGSwwbssdQQfeD0eqkprNoduFWhjNoouItbCfcugwC1p.pkg	21
Legend of Heroes:Trails in Sky SC (1)	PSP	EU	http://zeusXXXXEP1023/NPEH00166_00/EP1023-NPEH00166_00-SORANOKISEKISC01_bg_1_c7be925c775f556634f41789651097118aef6e1f.pkg	1120
Legend of Heroes:Trails in Sky SC (2)	PSP	EU	http://zeusXXXXEP1023/NPEH00167_00/EP1023-NPEH00167_00-SORANOKISEKISC02_bg_1_b6c8f2b6b4c43e164fb7d800bfca6a2619e52912.pkg	1354
Legends of War: Patton's Campaign	PSP	EU	http://zeusXXXXEP4154/NPEH00078_00/5VcLolUDXEysALBdj38kqLgrlqW3VwmjE9nL4tijb8SH3j3fT9gkGT8CnIharrRO.pkg	404
LEGO Batman: The Videogame	PSP	EU	http://zeusXXXXEP1018/ULES01151_00/IFnjhISkaeb0ohkJ17bmr7wWLH09uqQpuvLK9eLnNiiSMarivTmWaA1Nf8hSMgwkp8fUYAQjYJc7hdvLeVKsVT7149QOsUUeIkMRD.pkg	555
LEGO Harry Potter: Years 5-7	PSP	EU	http://zeusXXXXEP1018/ULES01532_00/xsypQWXskVDmorPKRZISqIvDOJEreCATFqIHenAKDFaBjeYADMBNlZlAfSCeLAip.pkg	1287
LEGO Indiana Jones: The Original Adventures	PSP	EU	http://zeusXXXXEP1010/ULES01086_00/0YxLey0Y7scsO3cuSv0aloJvcfw1uSq96wptrJaENe10fYNwRVoXTvg5IPVJt1MAOHIbDe60rfQ9IA3m5tCKlEY6fMvJD9mMeak2R.pkg	631
LEGO Pirates of the Caribbean	PSP	EU	http://zeusXXXXEP1006/ULES01528_00/nmquANRVMwOQDlrkpaBMvOCLJObUExRoLrifgibwYCbUbexUvDuhjZlNYnJLlILa.pkg	1231
LEGO Star Wars III: The Clone Wars	PSP	EU	http://zeusXXXXEP1010/ULES01446_00/ysYtbjJDyOtcKINPVkLLNixQswgCAajkFXdKsRUPLGdEHqMYiPTahPKbEcNXfxNO.pkg	1483
LittleBigPlanet	PSP	EU	http://zeusXXXXEP9000/UCES01264_00/9jqP3W73wmbO8yOInwdFdYIp072YRAtlECY53yjHY3LyMLGgW7dbBCpHTk9SckxgUECbLsWQJnMkotLPDe3962jpHUIRdwPupjDqB.pkg	1338
LittleBigPlanet (Demo)	PSP	EU	http://zeusXXXXEP9000/NPEG90019_00/V662l44NW6qbNnOykd5GVp6lsIhMt1Hxh3R8ap52B1jS64PTidXgXOpi8I8FqSBHgyeIeUyuoGpSDJwDNmm54Y20rffe6rv0I20Jy.pkg	53
LocoRoco	PSP	EU	http://zeusXXXXEP9000/UCES00304_00/tyb5YrbRF2fUVC7PFfsXY7SkCbr931xmvVhC4FIW1WNS1Ll5qH0TtPOvMvYT0H6UIlEa9kEDTVICm5k3kJ0fIPOc82qc8R3k2nMQY.pkg	671
LocoRoco 2	PSP	EU	http://zeusXXXXEP9000/UCES01059_00/XE3PNN6eWUkWm7vNCX51riLsjyqhlC2Dqm1QY6ghEG2HKYxxG7ameSSflBjH9oerBSkYkUw6YjiiumAprGU7fbHM93h7rB3mv17hk.pkg	1588
LocoRoco Midnight Carnival (Game) [v1.00]	PSP	EU	http://zeusXXXXEP9000/NPEG00024_00/aiHgqCiQJHWsD92dNI7DOIRWAATXJd8rXc9yCLtY4YX11bRHfvvhVCcvWyIUhBECdun16LjqSLJBxGNhDNu7CC4fa3U7Hfxv8LC4b.pkg	186
LocoRoco Midnight Carnival Official Strategy Guide (Launcher)	PSP	EU	http://zeusXXXXEP9000/NPEG00041_00/l10GKxoG31cW3ETQCcFl4X37QMRuC8sHoQtUPm4GcjHKN3bYVKdV6ixyWoXwwjvObJSaWECwKbeSIyksg5CTuoOtAjunNh3RDCQRK.pkg	3
Lord of Arcana	PSP	EU	http://zeusXXXXEP0082/ULES01507_00/quQlwpgoIlZKNwfiJktQImhtDmjPGiOSqEcVsxFJTkodhcdKTBdKrJZxUTLxSWeQ.pkg	664
Lunar: Silver Star Harmony	PSP	EU	http://zeusXXXXEP0184/NPEH00076_00/tIVVKrMsHO2EDfYUfDaruambuGeHylbP6S92oJh08IQsmV2CKX9wKujYAF38HTFT.pkg	828
Major League Baseball 2K9	PSP	EU	http://zeusXXXXEP1001/NPEH00008_00/3Ki9xQHmlnfY09kkfltIHv0OAniBTjrdmYYIgbnVoQQb5IevXkOjjteohne6LHbemb7KliDsRA9oLNNuD3hHXyl6t1k5uwX4aFbDM.pkg	1431
Mana Khemia: Student Alliance	PSP	EU	http://zeusXXXXEP1063/ULES01215_00/l1HXk46XVSmoXmC258vEgbsdk2npwpx8UBd5hBGHuCltgSFG8kwP0aIW1Vh4iUXFMS8fe7V2a7ca2S7U4NfHb63UEeN1RB3Jvr9AO.pkg	529
Manhunt 2	PSP	EU	http://zeusXXXXEP1004/ULES00756_00/ls8RIrs56K9IHsqXPv3prx9sHjxyY4oWa2pU4y5YI2jDMG6PrMyl6NTIUHK0vIVwLpN0I62O9wLXiwIVxiEVYMiL3rhWH78k9KM28.pkg	1208
Medal of Honor Heroes 2	PSP	EU	http://zeusXXXXEP0006/ULES00955_00/pOsKW4dl1CIRdckUc4cwAXC3d33DFQGnKcAicyxHsLtN0knOiEnTJrK8ly6WxSXCWSSdkdFMu08qxx7pYiJyQr3Iym9RNwAgIfnCJ.pkg	368
MediEvil: Resurrection	PSP	EU	http://zeusXXXXEP9000/UCES00006_00/hGBjxoWODxLsfIS41HtoOvsUyBd5NqjY0UkGOakYreDEmc1MamcRBTuy3F16OiBQy97rXoLN9ientbEGcryAJrboaGrAE7dIjluS8.pkg	1368
Mega Man: Maverick Hunter X	PSP	EU	http://zeusXXXXEP0102/ULES00251_00/YrVa3bL9l5bwcwpb5xoKmodvwE2JfvcDnyWIGIIj0P6fsGkG627SdvwiNW1LuBTVE8qiY8UV6iqPRaukYkjuSHiNjNOVsrijOUyso.pkg	408
Mercury Meltdown	PSP	EU	http://zeusXXXXEP4002/ULES00466_00/uyAq6vt7hB7ytDiUagkLtnhFbJngcKiRG0BcaUU0QXhDyflnPiuakyqHKFeeYEX6wDiF9nF1FwtVlHkdoS7LbhmlgBctnqX0vse3o.pkg	377
Metal Gear Sold Digital Graphic Novel	PSP	EU	http://zeusXXXXEP0101/ULES00382_00/Ai3hDB4B3hpU5T5ckgoK3tjJof52BIa1isToKRp4KDQXrFyqxvtK5lmojrrTIitVrIldxEhPJUfr7O4UaHiGJ81dcRV1Jg6TmCKU2.pkg	1418
METAL GEAR SOLID SPECIAL MISSIONS (De)	PSP	EU	http://zeusXXXXEP0101/NPEF00302_00/yPtclbSVSahHbOSWInagNtdycilVALvJZpxEAmtsfjpzZRqeHRCWQhXUIFLcCUXM.pkg	607
